id,author,title,year,booktitle,chapter,series,volume,editor,pages,publisher,doi,doibook,OA,OAref,OAtype,code,cref,repl,suppl,otherref,othername
C1,"Smeekes, Stephan and Wijler, Etienne","Unit Roots and Cointegration","2020","Macroeconomic Forecasting in the Era of Big Data","17","Advanced Studies in Theoretical and Applied Econometrics","52","Fuleky, Peter","541--584","Springer","10.1007/978-3-030-31150-6_17","10.1007/978-3-030-31150-6",0,"https://arxiv.org/abs/1911.10552","Pre-Print",,"",,,,
